Código;Nombre común;Nombre científico;Tipo de planta;polinizacion;nivel_alergenico;toxicidad_mascotas;tipo_hoja;Estado
RUSP;Esterilla;Ruschia sp;CACTACEA/SUCULENTA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SUVW;Lilo;Syringa vulgaris 'Pamiec o Wawilowie';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
LLOT;Estera de cabeza espinosa;Lomandra longifolia 'Tanika';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
STLU;Azucena amarilla;Sternbergia lutea;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
QUCO;Roble escarlata;Quercus coccinea;FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
LAAD;Laburno de Adam;Laburnocytisus adamii;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ACBA;Acacia de Cootamundra;Acacia baileyana;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ABAP;Acacia de Cootamundra púrpura/Acacia baileyana 'Purpurea';Acacia baileyana 'Purpurea';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ACAC;Moscón;Acer campestre 'Compactum';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
ACAE;Moscón;Acer campestre 'Eco Sentry';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
QFU;Robledilla/Quercus fruticosa;Quercus lusitanica;FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
ACAL;Moscón;Acer campestre 'Lienco';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
ACAQ;Moscón;Acer campestre 'Queen Elizabeth';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
ACAR;Moscón;Acer campestre 'Red Shine';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
ANEE;Arce negundo;Acer negundo 'Elegans';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
ANEF;Arce negundo;Acer negundo 'Flamingo';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
APLC;Arce real;Acer platanoides 'Columnare';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
APLD;Arce real;Acer platanoides 'Deborah';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
APLR;Arce real;Acer platanoides 'Drummondii';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
APLG;Arce real;Acer platanoides 'Globosum';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
APLS;Are real;Acer platanoides 'Schwedleri';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
APSA;Falso plátano;Acer pseudoplatanus 'Atropurpureum';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
APSB;Falso plátano;Acer pseudoplatanus 'Brillantissimum';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
AFRA;Arce de Freeman;Acer x freemanii 'Armstrong';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
ACAB;Castaño de indias rojo;Aesculus x carnea 'Briotii';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
AJUO;Acacia de Constantinopla;Albizia julibrissin 'Ombrella';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AJUS;Acacia de Constantinopla;Albizia julibrissin 'Summer Chocolate';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AGLI;Aliso común;Alnus glutinosa 'Imperalis';FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
AINL;Aliso blanco de hoja lobulada;Alnus incana 'Laciniata';FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
ALJA;Aliso japonés;Alnus japonica;FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
ASPS;Aliso híbrido;Alnus x spaethii 'Spaeth';FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
AMLE;Guillomo americano;Amelanchier laevis;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AMGR;Guillomo híbrido;Amelanchier x grandiflora;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AGRR;Guillomo híbrido;Amelanchier x grandiflora 'Robin Hill';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ARUR;Madroño de flor rosa;Arbutus unedo f. rubra;ARBUSTO;INSECTOS;1;NO_REPORTADO;PERENNE;ACTIVO
BEPY;Abedul de rama arqueada;Betula pendula 'Youngii';FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
CAVD;Limpiatubos;Callistemon viminalis 'Dawson River Weeper';ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
CAVH;Limpiatubos;Callistemon viminalis 'Hannah Ray';ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
CAMI;Carex japonés;Carex morrowii 'Ice Dance';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CABF;Carpe columnar;Carpinus betulus 'Fastigiata';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
CABA;Catalpa común;Catalpa bignonioides 'Aurea';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
CABN;Catalpa de bola;Catalpa bignonioides 'Nana';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
CAOV;Catalpa china;Catalpa ovata;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
CAOP;Catalpa china púrpura;Catalpa ovata 'Purpurea';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
CAER;Catalpa hibrida americana;Catalpa x erubescens;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
CECA;Árbol del amor americano;Cercis canadensis;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CESA;Árbol de Judas de flor blanca;Cercis siliquastrum 'Alba';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CESB;Árbol de Judas de flor rosa;Cercis siliquastrum 'Bodnant';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
COAC;Avellano de rama retorcida;Corylus avellana 'Contorta';ARBUSTO;VIENTO;3;NO_REPORTADO;SEMICADUCA;ACTIVO
COCO;Avellano turco columnar;Corylus colurna 'Obelisk';FRONDOSA;VIENTO;3;NO_REPORTADO;DESCONOCIDA;ACTIVO
COMA;Avellano mayor;Corylus maxima;FRONDOSA;VIENTO;3;NO_REPORTADO;DESCONOCIDA;ACTIVO
COMP;Avellano mayor púrpura;Corylus maxima 'Purpurea';FRONDOSA;VIENTO;3;NO_REPORTADO;DESCONOCIDA;ACTIVO
CRLS;"Espino de flores rojas; espino navarro";Crataegus laevigata 'Paul's Scarlet';FRONDOSA;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
CRLP;Espino blanco;Crataegus laevigata 'Plena';FRONDOSA;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
CRMS;Majuelo columnar;Crataegus monogyna 'Stricta';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CRPE;Espino blanco;Crataegus persimilis;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CRPS;Espino blanco;Crataegus persimilis 'Splendens';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CRPG;Acerolo;Crataegus x grignonensis;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CRLA;Espino híbrido;Crataegus x lavallei;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
EAAC;Árbol del paraíso plateado;Elaeagnus angustifolia 'Caspica';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ERTR;Manzado trilobado;Elaeagnus trilobatus;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
FASA;Haya de hoja púrpura;Fagus sylvatica 'Atropurpurea';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
FASD;Haya columnar;Fagus sylvatica 'Dawyck';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
FAST;Haya tricolor;Fagus sylvatica 'Tricolor';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
FRED;Fresno común piramidal;Fraxinus excelsior 'Diversifolia';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
FREW;Fresno común piramidal pequeño;Fraxinus excelsior 'Westhof's Glorie';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
FROL;Fresno de flor ovalado;Fraxinus ornus 'Louisa Lady';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
FROM;Fresno de flor pequeño;Fraxinus ornus 'Mecsek';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
FROO;Fresno de flor estrecho;Fraxinus ornus 'Obelisk';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
GIBA;Ginkgo piramidal;Ginkgo biloba 'Autumn Gold';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
GLTD;Acacia de tres espinas piramidal;Gleditsia triacanthos 'Draves';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
GLTE;Acacia de tres espinas esférica;Gleditsia triacanthos 'Elegantissima';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
GLTR;Acacia de tres espinas sin frutos;Gleditsia triacanthos 'Rubylace';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
HECA;Verónica;Hebe 'Champagne';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
HEWH;Verónica;Hebe 'White Heather';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
IRTN;Lirio enano barbudo;Iris 'True Navy';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
KOBI;Árbol de la lluvia;Koelreuteria bipinnata;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
LIJR;Aligustre del Japón de hoja redonda;Ligustrum japonicum 'Rotundifolium';ARBUSTO;INSECTOS;1;TOXICO;PERENNE;ACTIVO
LILA;Aligustre de China de hoja variegada;Ligustrum lucidum 'Aureomarginatum';ARBUSTO;INSECTOS;1;NO_REPORTADO;PERENNE;ACTIVO
LILE;Aligustre de China de hoja variegada;Ligustrum lucidum 'Excelsum Superbum';ARBUSTO;INSECTOS;1;NO_REPORTADO;PERENNE;ACTIVO
LILT;Aligustre de China de hoja tricolor;Ligustrum lucidum 'Tricolor';ARBUSTO;INSECTOS;1;NO_REPORTADO;PERENNE;ACTIVO
LISC;Liquidambar columnar;Liquidambar styraciflua 'Compostela';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
LISF;Liquidambar piramidal;Liquidambar styraciflua 'Festival';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
LISG;Liquidambar oval;Liquidambar styraciflua 'Globosum';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
LISR;Liquidambar piramidal;Liquidambar styraciflua 'Lane Roberts';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
LISL;Liquidambar piramidal;Liquidambar styraciflua 'Levis';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
LISM;Liquidambar oval de hoja carnosa;Liquidambar styraciflua 'Moraine';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
LISP;Liquidambar columnar;Liquidambar styraciflua 'Paarl';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
LSPM;Liquidambar pequeño;Liquidambar styraciflua 'Palo Mariano';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
LQSR;Liquidambar de hoja de lóbulo redondo;Liquidambar styraciflua 'Rotundiloba';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
LISS;Liquidambar piramidal achaparrado;Liquidambar styraciflua 'Shannon';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
QIL;Encina;Quercus ilex;FRONDOSA;VIENTO;2;NO_REPORTADO;PERENNE;ACTIVO
MADO;Manzano común;Malus domestica;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
MAPR;Manzano de flor;Malus 'Prairiefire';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
MAVE;Manzano de flor;Malus 'Van Eseltine';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
MARO;Manzano ornamental;Malus x robusta;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
MARS;Manzano ornamental de flor rosada;Malus x robusta 'Red Sentinel';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
MAZS;Manzano híbrido Profesor Sprenger;Malus 'Professor Sprenger';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
MOAM;Morera blanca de hoja grande;Morus alba 'Macrophylla';FRONDOSA;VIENTO;2;TOXICO;CADUCA;ACTIVO
MOAP;Morera blanca columnar;Morus alba 'Pyramidalis';FRONDOSA;VIENTO;2;TOXICO;CADUCA;ACTIVO
MOAU;Morera china;Morus australis;FRONDOSA;VIENTO;2;TOXICO;CADUCA;ACTIVO
PAPV;Árbol del hierro;Parrotia persica 'Vanessa';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PAFM;Paulonia de Fortune piramidal;Paulownia fortunei 'Minfast' Blue Fast;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PODM;Álamo de Virginia;Populus deltoides subsp. monilifera;FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
PRCA;Cerezo de Carolina;Prunus caroliniana;FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRCN;Ciruelo rojo;Prunus cerasifera 'Nigra';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRCR;Ciruelo rojo;Prunus cerasifera 'Rosea';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRDF;Almendro;Prunus dulcis 'Ferraduel';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRDM;Almendro;Prunus dulcis Marcona;FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRFG;Cerezo de Mongolia pequeño;Prunus x eminens 'Umbraculifera';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRLN;Laurel cerezo;Prunus laurocerasus 'Novita';ARBUSTO;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRLR;Laurel cerezo;Prunus laurocerasus 'Rotundifolia';ARBUSTO;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRLM;Palo loro de hoja estrecha;Prunus lusitanica 'Myrtifolia';ARBUSTO;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRPC;Cerezo de racimos;Prunus padus 'Colorata';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRSR;Cerezo japonés de hoja roja;Prunus serrulata 'Royal Burgundy';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRSS;Cerezo japonés de flor blanco rosada;Prunus serrulata 'Shirofugen';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRST;Cerezo japonés de flor blanca;Prunus serrulata 'Tai Haku';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
QURF;Roble carballo de porte estrecho;Quercus robur 'Fastigiata';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
TBAF;Tejo de porte estrecho;Taxus baccata 'Fastigiata';CONIFERA;VIENTO;2;TOXICO;PERENNE;ACTIVO
PUGP;Granado de flor doble;Punica granatum 'Pleniflora';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PUGN;Granado enano;Punica granatum 'Nana';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PYCA;Peral de flor;Pyrus calleryana 'Aristocrat';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
PYCB;Peral de flor;Pyrus calleryana 'Bradford';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
PYCC;Peral de flor;Pyrus calleryana 'Capital';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
PCPR;Peral de flor;Pyrus calleryana 'President';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
QUHI;Roble español;Quercus x hispanica;FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
QURK;Roble carballo de porte estrecho;Quercus robur 'Fastagiata Koster';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
QUSE;Quejigo híbrido con encina;Quercus x senneniana;FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
RHTD;Zumaque de Virginia de hoja recortada;Rhus typhina 'Dissecta';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RPSD;Falsa acacia;Robinia pseudoacacia 'Decaisneana';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
ROPP;Falsa acacia columnar;Robinia pseudoacacia 'Pyramidalis';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
ROPF;Falsa acacia;Robinia pseudoacacia 'Frisia';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
SOAM;Mostajo pequeño;Sorbus aria 'Magnifica';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TITB;Tilo plateado de porte cónico;Tilia tomentosa 'Brabant';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
ULMU;Olmo de bola;Ulmus minor 'Umbraculifera';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
ULRF;Olmo resistente a la grafiosis;Ulmus x resista 'Fiorente';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
ULRN;Olmo resistente a la grafiosis;Ulmus x resista 'New Horizon';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
ULRR;Olmo resistente a la grafiosis;Ulmus x resista 'Rebona';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
URER;Olmo resistente a la grafiosis;Ulmus x resista 'Rebella';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
XCTP;Chitalpa de flor rosa;x Chitalpa tashkentensis 'Pink Dawn';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PSAP;Peral de hoja de sauce llorón;Pyrus salicifolia 'Pendula';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
FASP;Haya de rama péndula;Fagus sylvatica 'Pendula';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
QURO;Encina castellana o carrasca;Quercus rotundifolia;FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
QUII;Alsina,  encina de hoja estrecha;Quercus ilex subsp. ilex;FRONDOSA;VIENTO;2;NO_REPORTADO;PERENNE;ACTIVO
BETN;Agracejo púrpura enano;Berberis thunbergii 'Atropurpurea Nana';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CA-056;;Agave filifera;CACTACEA/SUCULENTA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
DEHY;Deucia rosa;Deutzia x hybrida;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
JHOA;Enebro rastrero 'Andorra Compact';Juniperus horizontalis 'Andorra Compact';CONIFERA;VIENTO;3;NO_REPORTADO;PERENNE;ACTIVO
JHOU;Enebro rastrero 'Aurea';Juniperus horizontalis 'Aurea';CONIFERA;VIENTO;3;NO_REPORTADO;PERENNE;ACTIVO
JPFH;Enebro de Pfitzer 'Hetzii';Juniperus x pfitzeriana 'Hetzii';CONIFERA;VIENTO;3;NO_REPORTADO;PERENNE;ACTIVO
JPFP;Enebro de Pfitzer 'Pfitzeriana Aurea';Juniperus x pfitzeriana 'Pfitzeriana Aurea';CONIFERA;VIENTO;3;NO_REPORTADO;PERENNE;ACTIVO
LAGM;Lavanda de hoja estrecha 'Momparler';Lavandula angustifolia 'Momparler';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
MMEC;Mahonia;Mahonia x media 'Charity';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PRLA;Laurel cerezo;Prunus laurocerasus 'Nana';ARBUSTO;INSECTOS;1;TOXICO;CADUCA;ACTIVO
ROBF;Rosal 'Bet Figueras';Rosa 'Bet Figueras';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROIM;Rosal 'Ice Meidiland';Rosa 'Ice Meidiland';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RORA;Rosal 'Knock Out';Rosa 'Knock Out';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SPUN;Salguera colorada enana;Salix purpurea 'Nana';ARBUSTO;VIENTO;2;TOXICO;CADUCA;ACTIVO
AARJ;Baby kiwi 'Jumbo';Actinidia arguta 'Jumbo';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SVUP;Lilo;Syringa vulgaris 'Président Grévy';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AOC;Falso castaño amarillo;Aesculus octandra;FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
QIS;Roble cabelludo;Quercus cerris;FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
CACK;Spirea azul 'Kew Blue';Caryopteris x clandonensis 'Kew Blue';HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SMB;;Symphoricarpos x doorenbosii 'Magic Berry';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CEAM;Té de Nueva Jersey;Ceanothus americanus;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CETR;Ceanoto rastrero;Ceanothus thyrsiflorus 'Repens';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CSET;Ciprés común 'Totem';Cupressus sempervirens 'Totem';CONIFERA;VIENTO;3;NO_REPORTADO;PERENNE;ACTIVO
CYR;Escoba canaria;Cytisus racemosus;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
DEHP;Deucia 'Perle Rose';Deutzia x hybrida 'Perle Rose';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
EAP;Escalonia de flor grande 'Apple Blossom';Escallonia 'Apple Blossom';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
EEBG;Eleagno ebbingei 'Gilt Edge';Elaeagnus x ebbingei 'Gilt Edge';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
HSYR;;Hibiscus syriacus 'Red Heart';ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
ST-309;;Asarum caudatum;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ERUC;Abeto balsámico de hojas blandas;Eupatorium rugosum 'Chocolate';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
FFO;Fontanesia;Fontanesia fortunei;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
FOIA;Forsitia 'Aurea';Forsythia x intermedia 'Aurea';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
FOIG;Forsitia 'Golden Time';Forsythia x intermedia 'Golden Time';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
GSA;Geranio de sangre;Geranium sanguineum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
HAA;Jara blanca;Halimium atriplicifolium;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
HEF;;Hebe floribunda;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
HHEM;Hiedra 'Minor';Hedera helix 'Minor';TAPIZANTE/TREPADORA;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PYCR;Peral de flor;Pyrus calleryana 'Redspire';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
ST-308;;Fritillaria uva-vulpis;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
HSYP;Rosa de Siria 'Pink Giant';Hibiscus syriacus 'Pink Giant';ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
HYMT;Hiperico híbrido 'Tricolor';Hypericum x moserianum 'Tricolor';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
IAQA;Acebo 'Alaska';Ilex aquifolium 'Alaska';FRONDOSA;INSECTOS;1;TOXICO;PERENNE;ACTIVO
IAQR;Acebo 'Argentea Marginata';Ilex aquifolium 'Argentea Marginata';FRONDOSA;INSECTOS;1;TOXICO;PERENNE;ACTIVO
JHOB;Enebro rastrero 'Blue Chip';Juniperus horizontalis 'Blue Chip';CONIFERA;VIENTO;3;NO_REPORTADO;PERENNE;ACTIVO
JHON;Enebro rastrero 'Andorra';Juniperus horizontalis 'Andorra';CONIFERA;VIENTO;3;NO_REPORTADO;PERENNE;ACTIVO
JMEP;Enebro de Pfitzer 'Pfitzeriana Glauca';Juniperus x pfitzeriana 'Pfitzeriana Glauca';CONIFERA;VIENTO;3;NO_REPORTADO;PERENNE;ACTIVO
LCAP;Madreselva azul 'Pavlovskaja';Lonicera caerulea 'Pavlovskaja';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
LEUZ;Leucote 'Zeblid' scarletta;Leucothoe 'Zeblid' scarletta;ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
LINT;Árbol de Júpiter 'Turenne';Lagerstroemia indica 'Turenne';FRONDOSA;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
MEPU;Menta poleo;Mentha pulegium;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
